id,topic_id,question_text,image,question_type
2691,39,What is 00000001 + 01100101 in binary (give your answer in 8-bits)?,,short_answer
2692,39,What is 00000001 + 01100110 in binary (give your answer in 8-bits)?,,short_answer
2693,39,What is 00000001 + 01100111 in binary (give your answer in 8-bits)?,,short_answer
2694,39,What is 00000001 + 01101000 in binary (give your answer in 8-bits)?,,short_answer
2695,39,What is 00000001 + 01101001 in binary (give your answer in 8-bits)?,,short_answer
2696,39,What is 00000001 + 01101010 in binary (give your answer in 8-bits)?,,short_answer
2697,39,What is 00000001 + 01101011 in binary (give your answer in 8-bits)?,,short_answer
2698,39,What is 00000001 + 01101100 in binary (give your answer in 8-bits)?,,short_answer
2699,39,What is 00000001 + 01101101 in binary (give your answer in 8-bits)?,,short_answer
2700,39,What is 00000001 + 01101110 in binary (give your answer in 8-bits)?,,short_answer
2701,39,What is 00000001 + 01101111 in binary (give your answer in 8-bits)?,,short_answer
2702,39,What is 00000001 + 01110000 in binary (give your answer in 8-bits)?,,short_answer
2703,39,What is 00000001 + 01110001 in binary (give your answer in 8-bits)?,,short_answer
2704,39,What is 00000001 + 01110010 in binary (give your answer in 8-bits)?,,short_answer
2705,39,What is 00000001 + 01110011 in binary (give your answer in 8-bits)?,,short_answer
2706,39,What is 00000001 + 01110100 in binary (give your answer in 8-bits)?,,short_answer
2707,39,What is 00000001 + 01110101 in binary (give your answer in 8-bits)?,,short_answer
2708,39,What is 00000001 + 01110110 in binary (give your answer in 8-bits)?,,short_answer
2709,39,What is 00000001 + 01110111 in binary (give your answer in 8-bits)?,,short_answer
2710,39,What is 00000001 + 01111000 in binary (give your answer in 8-bits)?,,short_answer
2711,39,What is 00000001 + 01111001 in binary (give your answer in 8-bits)?,,short_answer
2712,39,What is 00000001 + 01111010 in binary (give your answer in 8-bits)?,,short_answer
2713,39,What is 00000001 + 01111011 in binary (give your answer in 8-bits)?,,short_answer
2714,39,What is 00000001 + 01111100 in binary (give your answer in 8-bits)?,,short_answer
2715,39,What is 00000001 + 01111101 in binary (give your answer in 8-bits)?,,short_answer
2716,39,What is 00000001 + 01111110 in binary (give your answer in 8-bits)?,,short_answer
2717,39,What is 00000001 + 01111111 in binary (give your answer in 8-bits)?,,short_answer
2718,39,What is 00000001 + 10000000 in binary (give your answer in 8-bits)?,,short_answer
2719,39,What is 00000001 + 10000001 in binary (give your answer in 8-bits)?,,short_answer
2720,39,What is 00000001 + 10000010 in binary (give your answer in 8-bits)?,,short_answer
2721,39,What is 00000001 + 10000011 in binary (give your answer in 8-bits)?,,short_answer
2722,39,What is 00000001 + 10000100 in binary (give your answer in 8-bits)?,,short_answer
2723,39,What is 00000001 + 10000101 in binary (give your answer in 8-bits)?,,short_answer
2724,39,What is 00000001 + 10000110 in binary (give your answer in 8-bits)?,,short_answer
2725,39,What is 00000001 + 10000111 in binary (give your answer in 8-bits)?,,short_answer
2726,39,What is 00000001 + 10001000 in binary (give your answer in 8-bits)?,,short_answer
2727,39,What is 00000001 + 10001001 in binary (give your answer in 8-bits)?,,short_answer
2728,39,What is 00000001 + 10001010 in binary (give your answer in 8-bits)?,,short_answer
2729,39,What is 00000001 + 10001011 in binary (give your answer in 8-bits)?,,short_answer
2730,39,What is 00000001 + 10001100 in binary (give your answer in 8-bits)?,,short_answer
2731,39,What is 00000001 + 10001101 in binary (give your answer in 8-bits)?,,short_answer
2732,39,What is 00000001 + 10001110 in binary (give your answer in 8-bits)?,,short_answer
2733,39,What is 00000001 + 10001111 in binary (give your answer in 8-bits)?,,short_answer
2734,39,What is 00000001 + 10010000 in binary (give your answer in 8-bits)?,,short_answer
2735,39,What is 00000001 + 10010001 in binary (give your answer in 8-bits)?,,short_answer
2736,39,What is 00000001 + 10010010 in binary (give your answer in 8-bits)?,,short_answer
2737,39,What is 00000001 + 10010011 in binary (give your answer in 8-bits)?,,short_answer
2738,39,What is 00000001 + 10010100 in binary (give your answer in 8-bits)?,,short_answer
2739,39,What is 00000001 + 10010101 in binary (give your answer in 8-bits)?,,short_answer
2740,39,What is 00000001 + 10010110 in binary (give your answer in 8-bits)?,,short_answer
2741,39,What is 00000001 + 10010111 in binary (give your answer in 8-bits)?,,short_answer
2742,39,What is 00000001 + 10011000 in binary (give your answer in 8-bits)?,,short_answer
2743,39,What is 00000001 + 10011001 in binary (give your answer in 8-bits)?,,short_answer
2744,39,What is 00000001 + 10011010 in binary (give your answer in 8-bits)?,,short_answer
2745,39,What is 00000001 + 10011011 in binary (give your answer in 8-bits)?,,short_answer
2746,39,What is 00000001 + 10011100 in binary (give your answer in 8-bits)?,,short_answer
2747,39,What is 00000001 + 10011101 in binary (give your answer in 8-bits)?,,short_answer
2748,39,What is 00000001 + 10011110 in binary (give your answer in 8-bits)?,,short_answer
2749,39,What is 00000001 + 10011111 in binary (give your answer in 8-bits)?,,short_answer
2750,39,What is 00000001 + 10100000 in binary (give your answer in 8-bits)?,,short_answer
2751,39,What is 00000001 + 10100001 in binary (give your answer in 8-bits)?,,short_answer
2752,39,What is 00000001 + 10100010 in binary (give your answer in 8-bits)?,,short_answer
2753,39,What is 00000001 + 10100011 in binary (give your answer in 8-bits)?,,short_answer
2754,39,What is 00000001 + 10100100 in binary (give your answer in 8-bits)?,,short_answer
2755,39,What is 00000001 + 10100101 in binary (give your answer in 8-bits)?,,short_answer
2756,39,What is 00000001 + 10100110 in binary (give your answer in 8-bits)?,,short_answer
2757,39,What is 00000001 + 10100111 in binary (give your answer in 8-bits)?,,short_answer
2758,39,What is 00000001 + 10101000 in binary (give your answer in 8-bits)?,,short_answer
2759,39,What is 00000001 + 10101001 in binary (give your answer in 8-bits)?,,short_answer
2760,39,What is 00000001 + 10101010 in binary (give your answer in 8-bits)?,,short_answer
2761,39,What is 00000001 + 10101011 in binary (give your answer in 8-bits)?,,short_answer
2762,39,What is 00000001 + 10101100 in binary (give your answer in 8-bits)?,,short_answer
2763,39,What is 00000001 + 10101101 in binary (give your answer in 8-bits)?,,short_answer
2764,39,What is 00000001 + 10101110 in binary (give your answer in 8-bits)?,,short_answer
2765,39,What is 00000001 + 10101111 in binary (give your answer in 8-bits)?,,short_answer
2766,39,What is 00000001 + 10110000 in binary (give your answer in 8-bits)?,,short_answer
2767,39,What is 00000001 + 10110001 in binary (give your answer in 8-bits)?,,short_answer
2768,39,What is 00000001 + 10110010 in binary (give your answer in 8-bits)?,,short_answer
2769,39,What is 00000001 + 10110011 in binary (give your answer in 8-bits)?,,short_answer
2770,39,What is 00000001 + 10110100 in binary (give your answer in 8-bits)?,,short_answer
2771,39,What is 00000001 + 10110101 in binary (give your answer in 8-bits)?,,short_answer
2772,39,What is 00000001 + 10110110 in binary (give your answer in 8-bits)?,,short_answer
2773,39,What is 00000001 + 10110111 in binary (give your answer in 8-bits)?,,short_answer
2774,39,What is 00000001 + 10111000 in binary (give your answer in 8-bits)?,,short_answer
2775,39,What is 00000001 + 10111001 in binary (give your answer in 8-bits)?,,short_answer
2776,39,What is 00000001 + 10111010 in binary (give your answer in 8-bits)?,,short_answer
2777,39,What is 00000001 + 10111011 in binary (give your answer in 8-bits)?,,short_answer
2778,39,What is 00000001 + 10111100 in binary (give your answer in 8-bits)?,,short_answer
2779,39,What is 00000001 + 10111101 in binary (give your answer in 8-bits)?,,short_answer
2780,39,What is 00000001 + 10111110 in binary (give your answer in 8-bits)?,,short_answer
2781,39,What is 00000001 + 10111111 in binary (give your answer in 8-bits)?,,short_answer
2782,39,What is 00000001 + 11000000 in binary (give your answer in 8-bits)?,,short_answer
2783,39,What is 00000001 + 11000001 in binary (give your answer in 8-bits)?,,short_answer
2784,39,What is 00000001 + 11000010 in binary (give your answer in 8-bits)?,,short_answer
2785,39,What is 00000001 + 11000011 in binary (give your answer in 8-bits)?,,short_answer
2786,39,What is 00000001 + 11000100 in binary (give your answer in 8-bits)?,,short_answer
2787,39,What is 00000001 + 11000101 in binary (give your answer in 8-bits)?,,short_answer
2788,39,What is 00000001 + 11000110 in binary (give your answer in 8-bits)?,,short_answer
2789,39,What is 00000001 + 11000111 in binary (give your answer in 8-bits)?,,short_answer
2790,39,What is 00000001 + 11001000 in binary (give your answer in 8-bits)?,,short_answer
2791,39,What is 00000001 + 11001001 in binary (give your answer in 8-bits)?,,short_answer
2792,39,What is 00000001 + 11001010 in binary (give your answer in 8-bits)?,,short_answer
2793,39,What is 00000001 + 11001011 in binary (give your answer in 8-bits)?,,short_answer
2794,39,What is 00000001 + 11001100 in binary (give your answer in 8-bits)?,,short_answer
2795,39,What is 00000001 + 11001101 in binary (give your answer in 8-bits)?,,short_answer
2796,39,What is 00000001 + 11001110 in binary (give your answer in 8-bits)?,,short_answer
2797,39,What is 00000001 + 11001111 in binary (give your answer in 8-bits)?,,short_answer
2798,39,What is 00000001 + 11010000 in binary (give your answer in 8-bits)?,,short_answer
2799,39,What is 00000001 + 11010001 in binary (give your answer in 8-bits)?,,short_answer
2800,39,What is 00000001 + 11010010 in binary (give your answer in 8-bits)?,,short_answer
2801,39,What is 00000001 + 11010011 in binary (give your answer in 8-bits)?,,short_answer
2802,39,What is 00000001 + 11010100 in binary (give your answer in 8-bits)?,,short_answer
2803,39,What is 00000001 + 11010101 in binary (give your answer in 8-bits)?,,short_answer
2804,39,What is 00000001 + 11010110 in binary (give your answer in 8-bits)?,,short_answer
2805,39,What is 00000001 + 11010111 in binary (give your answer in 8-bits)?,,short_answer
2806,39,What is 00000001 + 11011000 in binary (give your answer in 8-bits)?,,short_answer
2807,39,What is 00000001 + 11011001 in binary (give your answer in 8-bits)?,,short_answer
2808,39,What is 00000001 + 11011010 in binary (give your answer in 8-bits)?,,short_answer
2809,39,What is 00000001 + 11011011 in binary (give your answer in 8-bits)?,,short_answer
2810,39,What is 00000001 + 11011100 in binary (give your answer in 8-bits)?,,short_answer
2811,39,What is 00000001 + 11011101 in binary (give your answer in 8-bits)?,,short_answer
2812,39,What is 00000001 + 11011110 in binary (give your answer in 8-bits)?,,short_answer
2813,39,What is 00000001 + 11011111 in binary (give your answer in 8-bits)?,,short_answer
2814,39,What is 00000001 + 11100000 in binary (give your answer in 8-bits)?,,short_answer
2815,39,What is 00000001 + 11100001 in binary (give your answer in 8-bits)?,,short_answer
2816,39,What is 00000001 + 11100010 in binary (give your answer in 8-bits)?,,short_answer
2817,39,What is 00000001 + 11100011 in binary (give your answer in 8-bits)?,,short_answer
2818,39,What is 00000001 + 11100100 in binary (give your answer in 8-bits)?,,short_answer
2819,39,What is 00000001 + 11100101 in binary (give your answer in 8-bits)?,,short_answer
2820,39,What is 00000001 + 11100110 in binary (give your answer in 8-bits)?,,short_answer
2821,39,What is 00000001 + 11100111 in binary (give your answer in 8-bits)?,,short_answer
2822,39,What is 00000001 + 11101000 in binary (give your answer in 8-bits)?,,short_answer
2823,39,What is 00000001 + 11101001 in binary (give your answer in 8-bits)?,,short_answer
2824,39,What is 00000001 + 11101010 in binary (give your answer in 8-bits)?,,short_answer
2825,39,What is 00000001 + 11101011 in binary (give your answer in 8-bits)?,,short_answer
2826,39,What is 00000001 + 11101100 in binary (give your answer in 8-bits)?,,short_answer
2827,39,What is 00000001 + 11101101 in binary (give your answer in 8-bits)?,,short_answer
2828,39,What is 00000001 + 11101110 in binary (give your answer in 8-bits)?,,short_answer
2829,39,What is 00000001 + 11101111 in binary (give your answer in 8-bits)?,,short_answer
2830,39,What is 00000001 + 11110000 in binary (give your answer in 8-bits)?,,short_answer
2831,39,What is 00000001 + 11110001 in binary (give your answer in 8-bits)?,,short_answer
2832,39,What is 00000001 + 11110010 in binary (give your answer in 8-bits)?,,short_answer
2833,39,What is 00000001 + 11110011 in binary (give your answer in 8-bits)?,,short_answer
2834,39,What is 00000001 + 11110100 in binary (give your answer in 8-bits)?,,short_answer
2835,39,What is 00000001 + 11110101 in binary (give your answer in 8-bits)?,,short_answer
2836,39,What is 00000001 + 11110110 in binary (give your answer in 8-bits)?,,short_answer
2837,39,What is 00000001 + 11110111 in binary (give your answer in 8-bits)?,,short_answer
2838,39,What is 00000001 + 11111000 in binary (give your answer in 8-bits)?,,short_answer
2839,39,What is 00000001 + 11111001 in binary (give your answer in 8-bits)?,,short_answer
2840,39,What is 00000001 + 11111010 in binary (give your answer in 8-bits)?,,short_answer
2841,39,What is 00000001 + 11111011 in binary (give your answer in 8-bits)?,,short_answer
2842,39,What is 00000001 + 11111100 in binary (give your answer in 8-bits)?,,short_answer
2843,39,What is 00000001 + 11111101 in binary (give your answer in 8-bits)?,,short_answer
2844,39,What is 00000001 + 11111110 in binary (give your answer in 8-bits)?,,short_answer
2845,39,What is 00000010 + 00000010 in binary (give your answer in 8-bits)?,,short_answer
2846,39,What is 00000010 + 00000011 in binary (give your answer in 8-bits)?,,short_answer
2847,39,What is 00000010 + 00000100 in binary (give your answer in 8-bits)?,,short_answer
2848,39,What is 00000010 + 00000101 in binary (give your answer in 8-bits)?,,short_answer
2849,39,What is 00000010 + 00000110 in binary (give your answer in 8-bits)?,,short_answer
2850,39,What is 00000010 + 00000111 in binary (give your answer in 8-bits)?,,short_answer
2851,39,What is 00000010 + 00001000 in binary (give your answer in 8-bits)?,,short_answer
2852,39,What is 00000010 + 00001001 in binary (give your answer in 8-bits)?,,short_answer
2853,39,What is 00000010 + 00001010 in binary (give your answer in 8-bits)?,,short_answer
2854,39,What is 00000010 + 00001011 in binary (give your answer in 8-bits)?,,short_answer
2855,39,What is 00000010 + 00001100 in binary (give your answer in 8-bits)?,,short_answer
2856,39,What is 00000010 + 00001101 in binary (give your answer in 8-bits)?,,short_answer
2857,39,What is 00000010 + 00001110 in binary (give your answer in 8-bits)?,,short_answer
2858,39,What is 00000010 + 00001111 in binary (give your answer in 8-bits)?,,short_answer
2859,39,What is 00000010 + 00010000 in binary (give your answer in 8-bits)?,,short_answer
2860,39,What is 00000010 + 00010001 in binary (give your answer in 8-bits)?,,short_answer
2861,39,What is 00000010 + 00010010 in binary (give your answer in 8-bits)?,,short_answer
2862,39,What is 00000010 + 00010011 in binary (give your answer in 8-bits)?,,short_answer
2863,39,What is 00000010 + 00010100 in binary (give your answer in 8-bits)?,,short_answer
2864,39,What is 00000010 + 00010101 in binary (give your answer in 8-bits)?,,short_answer
2865,39,What is 00000010 + 00010110 in binary (give your answer in 8-bits)?,,short_answer
2866,39,What is 00000010 + 00010111 in binary (give your answer in 8-bits)?,,short_answer
2867,39,What is 00000010 + 00011000 in binary (give your answer in 8-bits)?,,short_answer
2868,39,What is 00000010 + 00011001 in binary (give your answer in 8-bits)?,,short_answer
2869,39,What is 00000010 + 00011010 in binary (give your answer in 8-bits)?,,short_answer
2870,39,What is 00000010 + 00011011 in binary (give your answer in 8-bits)?,,short_answer
2871,39,What is 00000010 + 00011100 in binary (give your answer in 8-bits)?,,short_answer
2872,39,What is 00000010 + 00011101 in binary (give your answer in 8-bits)?,,short_answer
2873,39,What is 00000010 + 00011110 in binary (give your answer in 8-bits)?,,short_answer
2874,39,What is 00000010 + 00011111 in binary (give your answer in 8-bits)?,,short_answer
2875,39,What is 00000010 + 00100000 in binary (give your answer in 8-bits)?,,short_answer
2876,39,What is 00000010 + 00100001 in binary (give your answer in 8-bits)?,,short_answer
2877,39,What is 00000010 + 00100010 in binary (give your answer in 8-bits)?,,short_answer
2878,39,What is 00000010 + 00100011 in binary (give your answer in 8-bits)?,,short_answer
2879,39,What is 00000010 + 00100100 in binary (give your answer in 8-bits)?,,short_answer
2880,39,What is 00000010 + 00100101 in binary (give your answer in 8-bits)?,,short_answer
2881,39,What is 00000010 + 00100110 in binary (give your answer in 8-bits)?,,short_answer
2882,39,What is 00000010 + 00100111 in binary (give your answer in 8-bits)?,,short_answer
2883,39,What is 00000010 + 00101000 in binary (give your answer in 8-bits)?,,short_answer
2884,39,What is 00000010 + 00101001 in binary (give your answer in 8-bits)?,,short_answer
2885,39,What is 00000010 + 00101010 in binary (give your answer in 8-bits)?,,short_answer
2886,39,What is 00000010 + 00101011 in binary (give your answer in 8-bits)?,,short_answer
2887,39,What is 00000010 + 00101100 in binary (give your answer in 8-bits)?,,short_answer
2888,39,What is 00000010 + 00101101 in binary (give your answer in 8-bits)?,,short_answer
2889,39,What is 00000010 + 00101110 in binary (give your answer in 8-bits)?,,short_answer
2890,39,What is 00000010 + 00101111 in binary (give your answer in 8-bits)?,,short_answer
2891,39,What is 00000010 + 00110000 in binary (give your answer in 8-bits)?,,short_answer
2892,39,What is 00000010 + 00110001 in binary (give your answer in 8-bits)?,,short_answer
2893,39,What is 00000010 + 00110010 in binary (give your answer in 8-bits)?,,short_answer
2894,39,What is 00000010 + 00110011 in binary (give your answer in 8-bits)?,,short_answer
2895,39,What is 00000010 + 00110100 in binary (give your answer in 8-bits)?,,short_answer
2896,39,What is 00000010 + 00110101 in binary (give your answer in 8-bits)?,,short_answer
2897,39,What is 00000010 + 00110110 in binary (give your answer in 8-bits)?,,short_answer
2898,39,What is 00000010 + 00110111 in binary (give your answer in 8-bits)?,,short_answer
2899,39,What is 00000010 + 00111000 in binary (give your answer in 8-bits)?,,short_answer
2900,39,What is 00000010 + 00111001 in binary (give your answer in 8-bits)?,,short_answer
2901,39,What is 00000010 + 00111010 in binary (give your answer in 8-bits)?,,short_answer
2902,39,What is 00000010 + 00111011 in binary (give your answer in 8-bits)?,,short_answer
2903,39,What is 00000010 + 00111100 in binary (give your answer in 8-bits)?,,short_answer
2904,39,What is 00000010 + 00111101 in binary (give your answer in 8-bits)?,,short_answer
2905,39,What is 00000010 + 00111110 in binary (give your answer in 8-bits)?,,short_answer
2906,39,What is 00000010 + 00111111 in binary (give your answer in 8-bits)?,,short_answer
2907,39,What is 00000010 + 01000000 in binary (give your answer in 8-bits)?,,short_answer
2908,39,What is 00000010 + 01000001 in binary (give your answer in 8-bits)?,,short_answer
2909,39,What is 00000010 + 01000010 in binary (give your answer in 8-bits)?,,short_answer
2910,39,What is 00000010 + 01000011 in binary (give your answer in 8-bits)?,,short_answer
2911,39,What is 00000010 + 01000100 in binary (give your answer in 8-bits)?,,short_answer
2912,39,What is 00000010 + 01000101 in binary (give your answer in 8-bits)?,,short_answer
2913,39,What is 00000010 + 01000110 in binary (give your answer in 8-bits)?,,short_answer
2914,39,What is 00000010 + 01000111 in binary (give your answer in 8-bits)?,,short_answer
2915,39,What is 00000010 + 01001000 in binary (give your answer in 8-bits)?,,short_answer
2916,39,What is 00000010 + 01001001 in binary (give your answer in 8-bits)?,,short_answer
2917,39,What is 00000010 + 01001010 in binary (give your answer in 8-bits)?,,short_answer
2918,39,What is 00000010 + 01001011 in binary (give your answer in 8-bits)?,,short_answer
2919,39,What is 00000010 + 01001100 in binary (give your answer in 8-bits)?,,short_answer
2920,39,What is 00000010 + 01001101 in binary (give your answer in 8-bits)?,,short_answer
2921,39,What is 00000010 + 01001110 in binary (give your answer in 8-bits)?,,short_answer
2922,39,What is 00000010 + 01001111 in binary (give your answer in 8-bits)?,,short_answer
2923,39,What is 00000010 + 01010000 in binary (give your answer in 8-bits)?,,short_answer
2924,39,What is 00000010 + 01010001 in binary (give your answer in 8-bits)?,,short_answer
2925,39,What is 00000010 + 01010010 in binary (give your answer in 8-bits)?,,short_answer
2926,39,What is 00000010 + 01010011 in binary (give your answer in 8-bits)?,,short_answer
2927,39,What is 00000010 + 01010100 in binary (give your answer in 8-bits)?,,short_answer
2928,39,What is 00000010 + 01010101 in binary (give your answer in 8-bits)?,,short_answer
2929,39,What is 00000010 + 01010110 in binary (give your answer in 8-bits)?,,short_answer
2930,39,What is 00000010 + 01010111 in binary (give your answer in 8-bits)?,,short_answer
2931,39,What is 00000010 + 01011000 in binary (give your answer in 8-bits)?,,short_answer
2932,39,What is 00000010 + 01011001 in binary (give your answer in 8-bits)?,,short_answer
2933,39,What is 00000010 + 01011010 in binary (give your answer in 8-bits)?,,short_answer
2934,39,What is 00000010 + 01011011 in binary (give your answer in 8-bits)?,,short_answer
2935,39,What is 00000010 + 01011100 in binary (give your answer in 8-bits)?,,short_answer
2936,39,What is 00000010 + 01011101 in binary (give your answer in 8-bits)?,,short_answer
2937,39,What is 00000010 + 01011110 in binary (give your answer in 8-bits)?,,short_answer
2938,39,What is 00000010 + 01011111 in binary (give your answer in 8-bits)?,,short_answer
2939,39,What is 00000010 + 01100000 in binary (give your answer in 8-bits)?,,short_answer
2940,39,What is 00000010 + 01100001 in binary (give your answer in 8-bits)?,,short_answer
2941,39,What is 00000010 + 01100010 in binary (give your answer in 8-bits)?,,short_answer
2942,39,What is 00000010 + 01100011 in binary (give your answer in 8-bits)?,,short_answer
2943,39,What is 00000010 + 01100100 in binary (give your answer in 8-bits)?,,short_answer
2944,39,What is 00000010 + 01100101 in binary (give your answer in 8-bits)?,,short_answer
2945,39,What is 00000010 + 01100110 in binary (give your answer in 8-bits)?,,short_answer
2946,39,What is 00000010 + 01100111 in binary (give your answer in 8-bits)?,,short_answer
2947,39,What is 00000010 + 01101000 in binary (give your answer in 8-bits)?,,short_answer
2948,39,What is 00000010 + 01101001 in binary (give your answer in 8-bits)?,,short_answer
2949,39,What is 00000010 + 01101010 in binary (give your answer in 8-bits)?,,short_answer
2950,39,What is 00000010 + 01101011 in binary (give your answer in 8-bits)?,,short_answer
2951,39,What is 00000010 + 01101100 in binary (give your answer in 8-bits)?,,short_answer
2952,39,What is 00000010 + 01101101 in binary (give your answer in 8-bits)?,,short_answer
2953,39,What is 00000010 + 01101110 in binary (give your answer in 8-bits)?,,short_answer
2954,39,What is 00000010 + 01101111 in binary (give your answer in 8-bits)?,,short_answer
2955,39,What is 00000010 + 01110000 in binary (give your answer in 8-bits)?,,short_answer
2956,39,What is 00000010 + 01110001 in binary (give your answer in 8-bits)?,,short_answer
2957,39,What is 00000010 + 01110010 in binary (give your answer in 8-bits)?,,short_answer
2958,39,What is 00000010 + 01110011 in binary (give your answer in 8-bits)?,,short_answer
2959,39,What is 00000010 + 01110100 in binary (give your answer in 8-bits)?,,short_answer
2960,39,What is 00000010 + 01110101 in binary (give your answer in 8-bits)?,,short_answer
2961,39,What is 00000010 + 01110110 in binary (give your answer in 8-bits)?,,short_answer
2962,39,What is 00000010 + 01110111 in binary (give your answer in 8-bits)?,,short_answer
2963,39,What is 00000010 + 01111000 in binary (give your answer in 8-bits)?,,short_answer
2964,39,What is 00000010 + 01111001 in binary (give your answer in 8-bits)?,,short_answer
2965,39,What is 00000010 + 01111010 in binary (give your answer in 8-bits)?,,short_answer
2966,39,What is 00000010 + 01111011 in binary (give your answer in 8-bits)?,,short_answer
2967,39,What is 00000010 + 01111100 in binary (give your answer in 8-bits)?,,short_answer
2968,39,What is 00000010 + 01111101 in binary (give your answer in 8-bits)?,,short_answer
2969,39,What is 00000010 + 01111110 in binary (give your answer in 8-bits)?,,short_answer
2970,39,What is 00000010 + 01111111 in binary (give your answer in 8-bits)?,,short_answer
2971,39,What is 00000010 + 10000000 in binary (give your answer in 8-bits)?,,short_answer
2972,39,What is 00000010 + 10000001 in binary (give your answer in 8-bits)?,,short_answer
2973,39,What is 00000010 + 10000010 in binary (give your answer in 8-bits)?,,short_answer
2974,39,What is 00000010 + 10000011 in binary (give your answer in 8-bits)?,,short_answer
2975,39,What is 00000010 + 10000100 in binary (give your answer in 8-bits)?,,short_answer
2976,39,What is 00000010 + 10000101 in binary (give your answer in 8-bits)?,,short_answer
2977,39,What is 00000010 + 10000110 in binary (give your answer in 8-bits)?,,short_answer
2978,39,What is 00000010 + 10000111 in binary (give your answer in 8-bits)?,,short_answer
2979,39,What is 00000010 + 10001000 in binary (give your answer in 8-bits)?,,short_answer
2980,39,What is 00000010 + 10001001 in binary (give your answer in 8-bits)?,,short_answer
2981,39,What is 00000010 + 10001010 in binary (give your answer in 8-bits)?,,short_answer
2982,39,What is 00000010 + 10001011 in binary (give your answer in 8-bits)?,,short_answer
2983,39,What is 00000010 + 10001100 in binary (give your answer in 8-bits)?,,short_answer
2984,39,What is 00000010 + 10001101 in binary (give your answer in 8-bits)?,,short_answer
2985,39,What is 00000010 + 10001110 in binary (give your answer in 8-bits)?,,short_answer
2986,39,What is 00000010 + 10001111 in binary (give your answer in 8-bits)?,,short_answer
2987,39,What is 00000010 + 10010000 in binary (give your answer in 8-bits)?,,short_answer
2988,39,What is 00000010 + 10010001 in binary (give your answer in 8-bits)?,,short_answer
2989,39,What is 00000010 + 10010010 in binary (give your answer in 8-bits)?,,short_answer
2990,39,What is 00000010 + 10010011 in binary (give your answer in 8-bits)?,,short_answer
2991,39,What is 00000010 + 10010100 in binary (give your answer in 8-bits)?,,short_answer
2992,39,What is 00000010 + 10010101 in binary (give your answer in 8-bits)?,,short_answer
2993,39,What is 00000010 + 10010110 in binary (give your answer in 8-bits)?,,short_answer
2994,39,What is 00000010 + 10010111 in binary (give your answer in 8-bits)?,,short_answer
2995,39,What is 00000010 + 10011000 in binary (give your answer in 8-bits)?,,short_answer
2996,39,What is 00000010 + 10011001 in binary (give your answer in 8-bits)?,,short_answer
2997,39,What is 00000010 + 10011010 in binary (give your answer in 8-bits)?,,short_answer
2998,39,What is 00000010 + 10011011 in binary (give your answer in 8-bits)?,,short_answer
2999,39,What is 00000010 + 10011100 in binary (give your answer in 8-bits)?,,short_answer
3000,39,What is 00000010 + 10011101 in binary (give your answer in 8-bits)?,,short_answer
3001,39,What is 00000010 + 10011110 in binary (give your answer in 8-bits)?,,short_answer
3002,39,What is 00000010 + 10011111 in binary (give your answer in 8-bits)?,,short_answer
3003,39,What is 00000010 + 10100000 in binary (give your answer in 8-bits)?,,short_answer
3004,39,What is 00000010 + 10100001 in binary (give your answer in 8-bits)?,,short_answer
3005,39,What is 00000010 + 10100010 in binary (give your answer in 8-bits)?,,short_answer
3006,39,What is 00000010 + 10100011 in binary (give your answer in 8-bits)?,,short_answer
3007,39,What is 00000010 + 10100100 in binary (give your answer in 8-bits)?,,short_answer
3008,39,What is 00000010 + 10100101 in binary (give your answer in 8-bits)?,,short_answer
3009,39,What is 00000010 + 10100110 in binary (give your answer in 8-bits)?,,short_answer
3010,39,What is 00000010 + 10100111 in binary (give your answer in 8-bits)?,,short_answer
3011,39,What is 00000010 + 10101000 in binary (give your answer in 8-bits)?,,short_answer
3012,39,What is 00000010 + 10101001 in binary (give your answer in 8-bits)?,,short_answer
3013,39,What is 00000010 + 10101010 in binary (give your answer in 8-bits)?,,short_answer
3014,39,What is 00000010 + 10101011 in binary (give your answer in 8-bits)?,,short_answer
3015,39,What is 00000010 + 10101100 in binary (give your answer in 8-bits)?,,short_answer
3016,39,What is 00000010 + 10101101 in binary (give your answer in 8-bits)?,,short_answer
3017,39,What is 00000010 + 10101110 in binary (give your answer in 8-bits)?,,short_answer
3018,39,What is 00000010 + 10101111 in binary (give your answer in 8-bits)?,,short_answer
3019,39,What is 00000010 + 10110000 in binary (give your answer in 8-bits)?,,short_answer
3020,39,What is 00000010 + 10110001 in binary (give your answer in 8-bits)?,,short_answer
3021,39,What is 00000010 + 10110010 in binary (give your answer in 8-bits)?,,short_answer
3022,39,What is 00000010 + 10110011 in binary (give your answer in 8-bits)?,,short_answer
3023,39,What is 00000010 + 10110100 in binary (give your answer in 8-bits)?,,short_answer
3024,39,What is 00000010 + 10110101 in binary (give your answer in 8-bits)?,,short_answer
3025,39,What is 00000010 + 10110110 in binary (give your answer in 8-bits)?,,short_answer
3026,39,What is 00000010 + 10110111 in binary (give your answer in 8-bits)?,,short_answer
3027,39,What is 00000010 + 10111000 in binary (give your answer in 8-bits)?,,short_answer
3028,39,What is 00000010 + 10111001 in binary (give your answer in 8-bits)?,,short_answer
3029,39,What is 00000010 + 10111010 in binary (give your answer in 8-bits)?,,short_answer
3030,39,What is 00000010 + 10111011 in binary (give your answer in 8-bits)?,,short_answer
3031,39,What is 00000010 + 10111100 in binary (give your answer in 8-bits)?,,short_answer
